title,n_v02,n_v01,sim_mean,sim_median,sim_max,sim_p90
sculpting in time,118,94,0.6153202056884766,0.6141996383666992,0.9928836822509766,0.7450157403945923
scum (video game),72,6,0.569131076335907,0.5915960669517517,0.9341727495193481,0.7268549799919128
scum's wish,134,35,0.4074009358882904,0.4094555377960205,0.8519241213798523,0.6014972925186157
scutelleridae,121,24,0.4129805266857147,0.3996611535549164,0.8540270328521729,0.5491478443145752
scutigeridae,91,1,0.591571569442749,0.6054869890213013,0.8318121433258057,0.6908051371574402
sd gundam,162,21,0.552302896976471,0.5467329621315002,0.8616031408309937,0.6668769717216492
sd logroñés,140,5,0.5758600831031799,0.5691471099853516,0.8787339329719543,0.7049754858016968
sd.kfz. 2,71,6,0.5948875546455383,0.6017152667045593,0.8693232536315918,0.702664852142334
sea lettuce,175,107,0.5048301815986633,0.5013960599899292,0.99294114112854,0.6726570129394531
sea of japan naming dispute,171,121,0.6155506372451782,0.6287475228309631,0.992569625377655,0.7708584070205688
sea trout,149,14,0.5201301574707031,0.5272438526153564,0.8559130430221558,0.6520766019821167
seabios,71,3,0.7030256986618042,0.7060836553573608,0.8542447090148926,0.7780472636222839
"seadrift, texas",137,96,0.4431467056274414,0.43348604440689087,0.9939485192298889,0.6623913645744324
seah (unit),79,6,0.5222169756889343,0.5275183916091919,0.917239785194397,0.7525786757469177
seahorse,172,45,0.5489737391471863,0.547327995300293,0.8856807351112366,0.6811237931251526
seahouses,133,4,0.5607231259346008,0.5712903738021851,0.8631011247634888,0.686533510684967
seal of colorado,84,72,0.6556510329246521,0.661472499370575,0.9958288669586182,0.7918265461921692
seal of south carolina,44,34,0.6305457353591919,0.6239322423934937,0.994360089302063,0.8121346235275269
seal of utah,47,4,0.5995855927467346,0.5868170261383057,0.8573503494262695,0.7284604907035828
sealing (mormonism),206,141,0.5867177844047546,0.584223747253418,0.9968700408935547,0.7230315208435059
sean maguire,129,9,0.4314926862716675,0.4242086708545685,0.8382125496864319,0.5857027173042297
sean michaels,77,1,0.3822798430919647,0.38685110211372375,0.5598160028457642,0.4662878215312958
sean penn,195,145,0.4532007575035095,0.4399915039539337,0.9951725602149963,0.5865837931632996
sean reyes,167,104,0.5412235260009766,0.5415966510772705,0.994388997554779,0.7147191762924194
sean strickland,167,102,0.5967261791229248,0.586928129196167,0.9957063794136047,0.7191476821899414
sean vanaman,74,44,0.48554760217666626,0.4792301654815674,0.9901068806648254,0.7044585943222046
seanan mcguire,118,9,0.4990239441394806,0.5038957595825195,0.8296434879302979,0.6163540482521057
seaplane,178,91,0.39021414518356323,0.3807793855667114,0.8208396434783936,0.5316458940505981
seaquest dsv,180,48,0.42260679602622986,0.42590564489364624,0.8924264907836914,0.5694399476051331
search party (season 4),97,65,0.5243038535118103,0.5238162279129028,0.9962349534034729,0.6829667091369629
searching (film series),159,13,0.46723371744155884,0.4795658588409424,0.7669265866279602,0.6171891093254089
seaside hotel,100,76,0.6325169801712036,0.637306272983551,0.9958946108818054,0.7694438695907593
season hubley,62,4,0.48929059505462646,0.5032927989959717,0.798331618309021,0.660988450050354
seasonal affective disorder,126,32,0.6040409803390503,0.6116282939910889,0.9107541441917419,0.7421663999557495
seasons (waiting on you),93,3,0.5515429973602295,0.5648606419563293,0.8885185122489929,0.7668046951293945
seatbelts (band),128,3,0.6216766834259033,0.6121364831924438,0.93182373046875,0.7596340775489807
seating assignment,130,92,0.5628649592399597,0.5668768286705017,0.9911836385726929,0.7366035580635071
seattle art museum,188,134,0.5025404691696167,0.49555402994155884,0.9962210655212402,0.652945876121521
seattle children's,122,75,0.48754382133483887,0.49482792615890503,0.9960839748382568,0.6920766830444336
seattle pacific university,210,138,0.4605570435523987,0.455541729927063,0.9971676468849182,0.6441731452941895
seattle supersonics,309,204,0.5238416194915771,0.5196566581726074,0.9978463053703308,0.6711916923522949
seattle's best coffee,52,9,0.5939927101135254,0.5984641313552856,0.9022598266601562,0.7327367067337036
seattle-tacoma shipbuilding corporation,113,12,0.5714594721794128,0.5771014094352722,0.8189097046852112,0.6941627264022827
seawolf-class submarine,164,119,0.6067132353782654,0.6060105562210083,0.9955049753189087,0.7428537607192993
"sebastian aho (ice hockey, born 1996)",74,10,0.6684380769729614,0.6759229898452759,0.9199800491333008,0.7992130517959595
sebastian fundora,102,10,0.6290568113327026,0.6361861228942871,0.9059427976608276,0.7598026394844055
sebastian korda,128,42,0.6369288563728333,0.6487830281257629,0.8863471150398254,0.7435113191604614
sebastian spence,76,2,0.5675873160362244,0.5506438612937927,0.890095591545105,0.6940466165542603
sebastian szymański,86,20,0.6092777848243713,0.6142721176147461,0.9131292104721069,0.7609984874725342
"sebastian, florida",189,13,0.49460968375205994,0.4987364709377289,0.8478881120681763,0.6415929198265076
sebastián córdova,54,14,0.6617131233215332,0.6678972244262695,0.9312464594841003,0.7933836579322815
seberang jaya,154,99,0.5657115578651428,0.5570145845413208,0.9947059154510498,0.7022944688796997
seborrhoeic dermatitis,158,33,0.6408967971801758,0.6555843353271484,0.8913400769233704,0.7600930333137512
sec men's basketball tournament,119,12,0.5372450351715088,0.5380856990814209,0.8533279895782471,0.6805689334869385
second (disambiguation),102,86,0.3659709095954895,0.3333967924118042,0.9941960573196411,0.5597547292709351
second battle of artois,142,284,0.5006018280982971,0.5022249817848206,0.850466251373291,0.6107760071754456
second circle of hell,59,11,0.5629825592041016,0.5703921914100647,0.8448630571365356,0.6798150539398193
second coming (the stone roses album),118,6,0.5396819114685059,0.5584579706192017,0.8632715344429016,0.6681730151176453
second epistle of peter,164,31,0.4982309937477112,0.49750036001205444,0.8538568615913391,0.6411773562431335
second fleet (australia),134,111,0.6127689480781555,0.6087301969528198,0.9962601065635681,0.7493934035301208
second hemant soren ministry,163,89,0.5409637093544006,0.5277775526046753,0.99489426612854,0.7057090997695923
second macdonald ministry,121,85,0.5301975607872009,0.5202810168266296,0.9939808249473572,0.715042233467102
second macedonian war,188,155,0.5925940871238708,0.6056731939315796,0.9970588088035583,0.7388303875923157
second modi ministry,334,198,0.4306371212005615,0.41218382120132446,0.9974133968353271,0.6044963598251343
second n. chandrababu naidu ministry,236,110,0.5208186507225037,0.5116565227508545,0.9951956272125244,0.6754029393196106
second polish republic,296,211,0.4902862012386322,0.4807385504245758,0.9951686859130859,0.6210496425628662
second severn crossing,168,122,0.5564827919006348,0.541161298751831,0.9969909191131592,0.7199465036392212
second show,74,11,0.3704058527946472,0.3698757290840149,0.9090366363525391,0.5904990434646606
second thirty years' war,182,142,0.46780112385749817,0.4523118734359741,0.9940933585166931,0.6124022006988525
second unit,59,7,0.5363487601280212,0.5382739901542664,0.8823189735412598,0.665589451789856
second-degree relative,143,107,0.5267840623855591,0.5315578579902649,0.9877809286117554,0.6984596252441406
second-wave feminism,255,190,0.5111985802650452,0.5056787729263306,0.9962831735610962,0.6656742095947266
secondary market,218,144,0.5332085490226746,0.5291571021080017,0.9943971633911133,0.7032883167266846
secondary research,76,3,0.6308236122131348,0.6389597654342651,0.8587877750396729,0.7417858242988586
secondment,113,2,0.5072877407073975,0.4809781312942505,0.8442833423614502,0.6800442934036255
secret admirer (film),53,9,0.3938360810279846,0.33754122257232666,0.9139861464500427,0.6820283532142639
secret agent man (tv series),77,5,0.5545184016227722,0.550488293170929,0.86942458152771,0.6622084975242615
secret decoder ring,62,5,0.5555939674377441,0.5811394453048706,0.8332933783531189,0.7048026323318481
secret mountain fort awesome,105,12,0.5168423056602478,0.510130763053894,0.8580083847045898,0.6939261555671692
secret path,130,84,0.5085467100143433,0.5146340131759644,0.9930124282836914,0.6986423134803772
secret six,141,115,0.5231136083602905,0.517464280128479,0.9958267211914062,0.703789472579956
secret society,298,223,0.4589668810367584,0.4493180215358734,0.9948261380195618,0.6188433766365051
secret treaties,103,6,0.44110697507858276,0.42045432329177856,0.8750282526016235,0.6343067288398743
secretary,97,22,0.4968045651912689,0.4951077699661255,0.8607082366943359,0.6512220501899719
secretary of state for education,255,178,0.4865696132183075,0.4772726893424988,0.9966981410980225,0.6287388205528259
"secretary of state for levelling up, housing and communities",192,127,0.49653902649879456,0.48716872930526733,0.9957785606384277,0.6535763740539551
secretary of state for scotland,227,154,0.5462904572486877,0.5467263460159302,0.9936649799346924,0.7109507322311401
secrets (toni braxton album),106,11,0.5190422534942627,0.518570065498352,0.8633167743682861,0.6859268546104431
secretum secretorum,151,115,0.4984367787837982,0.4864281415939331,0.9962326884269714,0.6744378805160522
section,129,1,0.38607266545295715,0.3656420111656189,0.6757968664169312,0.5604255199432373
section23 films,86,6,0.571933388710022,0.5738497376441956,0.8397256731987,0.7188417911529541
secular humanism,213,157,0.5579119324684143,0.5518215298652649,0.9894318580627441,0.7130411863327026
secunda ctl,112,78,0.6353741884231567,0.63627028465271,0.993011474609375,0.7852498888969421
secure by design,122,7,0.5550094842910767,0.5608251690864563,0.8217591047286987,0.6742163300514221
securedrop,101,74,0.623452365398407,0.6307167410850525,0.9929059743881226,0.7632873058319092
security alarm,278,64,0.4454716444015503,0.44447705149650574,0.8790599703788757,0.580835223197937
security content automation protocol,82,6,0.6577935814857483,0.6606046557426453,0.8925692439079285,0.7878777384757996
security deposit,167,111,0.6208029389381409,0.6157812476158142,0.9903731942176819,0.7362276315689087
security incidents involving donald trump,209,119,0.47407034039497375,0.46194395422935486,0.9903136491775513,0.6429075598716736
security studies,323,227,0.5008792281150818,0.4982609450817108,0.9954038858413696,0.6453536152839661
sedale threatt,83,6,0.5409671664237976,0.5508681535720825,0.8960990905761719,0.753499448299408
sedbergh,176,115,0.5094419717788696,0.5113629102706909,0.9958215951919556,0.6610447764396667
sedeprivationism,154,134,0.6326191425323486,0.6434892416000366,0.9963964223861694,0.779729962348938
sediment,225,146,0.5084722638130188,0.503686785697937,0.9924432039260864,0.6446375250816345
sediment (wine),81,2,0.6612114906311035,0.6727113723754883,0.9059496521949768,0.7827005982398987
see how they run (play),91,11,0.44397416710853577,0.44200795888900757,0.8914365768432617,0.6179860234260559
see me (novel),55,2,0.5726128220558167,0.5541969537734985,0.8735194206237793,0.7608245015144348
seedhe maut,130,89,0.6035709977149963,0.6016678810119629,0.9945398569107056,0.7527982592582703
seediq people,181,123,0.5180149078369141,0.5171587467193604,0.9954718947410583,0.6917679905891418
seedorf family,62,1,0.6565389037132263,0.6523903012275696,0.8051786422729492,0.7754053473472595
seeing (novel),99,77,0.5993120670318604,0.617666482925415,0.9945676922798157,0.7771462798118591
seema pahwa,119,6,0.5128209590911865,0.5127701759338379,0.8381717205047607,0.6525962352752686
seems like old times (film),52,11,0.3926611840724945,0.39450976252555847,0.8975263833999634,0.6189305782318115
seenu ramasamy,71,3,0.5585554838180542,0.5578542947769165,0.8997277617454529,0.6865893602371216
seetha raman,75,7,0.6294627785682678,0.630476713180542,0.927748441696167,0.7592548727989197
seetharama kalyana,86,7,0.3648134768009186,0.32476043701171875,0.8539769649505615,0.6042972803115845
seeyouspacecowboy,138,88,0.5688658356666565,0.5782685875892639,0.9922603964805603,0.7382290363311768
sefton park,164,109,0.5339124798774719,0.5304210186004639,0.9965108633041382,0.6803708076477051
sega rally championship,73,32,0.5867056846618652,0.585675835609436,0.8402550220489502,0.6983090043067932
segond fracture,93,5,0.684680163860321,0.7173334956169128,0.8963005542755127,0.8156297206878662
segun odegbami,90,58,0.5781755447387695,0.5601197481155396,0.9968525767326355,0.7419132590293884
seha league,154,108,0.5973232388496399,0.5976375341415405,0.9955177307128906,0.7579039335250854
sehar khan (actress),47,3,0.6391386389732361,0.6354271769523621,0.905856728553772,0.7531183958053589
sehnsucht (rammstein album),148,5,0.5551466345787048,0.5600705742835999,0.8724328279495239,0.683282732963562
sehol a5,70,6,0.5996889472007751,0.6156217455863953,0.8573125004768372,0.7360869646072388
seibu-en,85,2,0.6120568513870239,0.6071009635925293,0.8090478181838989,0.7231503129005432
seigniorage,138,99,0.5728088021278381,0.5743508338928223,0.9897420406341553,0.7479389905929565
seiji miyaguchi,73,2,0.5940716862678528,0.5847448110580444,0.9107695817947388,0.7101197242736816
seijun suzuki,211,144,0.5526086091995239,0.544128954410553,0.9914537668228149,0.6918026208877563
seikei university,176,130,0.5342755913734436,0.5308422446250916,0.9973848462104797,0.6781635284423828
seine fishing,225,141,0.539965033531189,0.5364600419998169,0.9950356483459473,0.6935888528823853
seiyu's life!,83,7,0.5563397407531738,0.5507383942604065,0.8420469760894775,0.6937464475631714
seized (film),45,8,0.4364205300807953,0.4705977141857147,0.8476889133453369,0.6831305623054504
sejjil,110,71,0.6935440897941589,0.71220463514328,0.9940437078475952,0.8219956159591675
sejo sexon,170,124,0.554593026638031,0.5621393918991089,0.9952596426010132,0.7054024338722229
seka (actress),73,57,0.6407635807991028,0.6378333568572998,0.9965699911117554,0.7722221612930298
sekhem scepter,72,5,0.6940082907676697,0.7079570293426514,0.891715407371521,0.8013534545898438
sela (company),93,68,0.641237199306488,0.6401450634002686,0.9970492720603943,0.7980466485023499
selected ambient works volume ii,111,41,0.5165566205978394,0.5208009481430054,0.8736605048179626,0.6518197655677795
selected area diffraction,130,12,0.5451064109802246,0.5566765069961548,0.8822707533836365,0.6925031542778015
selective calling,154,32,0.48000267148017883,0.4756341576576233,0.8491785526275635,0.6120217442512512
selective perception,150,108,0.5603541731834412,0.5729212164878845,0.9919559955596924,0.7281436324119568
selectorate theory,133,100,0.6008493304252625,0.6168156266212463,0.9921519756317139,0.7495163679122925
selena gomez,314,184,0.4494664669036865,0.4429279565811157,0.9949779510498047,0.5827467441558838
selenicereus,76,6,0.5982782244682312,0.5984822511672974,0.8629752397537231,0.7353523969650269
self reliance (political party),130,93,0.5919913053512573,0.6089967489242554,0.9983449578285217,0.7669503092765808
self-driving truck,220,134,0.6024991869926453,0.5998313426971436,0.9928722977638245,0.7156022191047668
self-immolations by tibetans in china,158,108,0.642641007900238,0.6455925703048706,0.9921395778656006,0.7654828429222107
self-made man,146,105,0.48509126901626587,0.47939980030059814,0.9900394678115845,0.6669567823410034
self-portraits by rembrandt,112,9,0.6246151924133301,0.628485918045044,0.8768246173858643,0.7262248992919922
self-preservation,165,108,0.37744104862213135,0.3601195812225342,0.9878743886947632,0.5641384720802307
self-respect movement,174,120,0.5893493890762329,0.5831387042999268,0.995652437210083,0.7386040091514587
selfie (2022 film),73,47,0.5570796728134155,0.5513319969177246,0.9943535327911377,0.7199251055717468
selfie mummy googl daddy,58,4,0.557431697845459,0.53397536277771,0.9279406070709229,0.7510274648666382
selfish (madison beer song),67,4,0.6369838118553162,0.6429248452186584,0.8660997152328491,0.7744743824005127
sello chicco twala,144,87,0.5327904224395752,0.5190294981002808,0.9966732263565063,0.7013601660728455
selly oak,239,171,0.49704456329345703,0.505418598651886,0.9932913184165955,0.657319962978363
selma (given name),83,2,0.5238045454025269,0.5187922716140747,0.8945886492729187,0.7164643406867981
semaglutide,219,149,0.6489441990852356,0.6504486799240112,0.9958962798118591,0.7648231387138367
semantic technology,205,3,0.534519612789154,0.5427550673484802,0.8787882924079895,0.6833407282829285
semgrep,145,6,0.6510075926780701,0.6635193824768066,0.8757745027542114,0.7509365677833557
semi precious weapons,108,4,0.5007544755935669,0.5398483872413635,0.8357594609260559,0.6721720695495605
semi-automatic shotgun,123,82,0.5751984715461731,0.5693656206130981,0.9902676939964294,0.728493332862854
semiconductor industry,247,11,0.5478644371032715,0.5545286536216736,0.8602429628372192,0.6720201373100281
semitic neopaganism,114,94,0.5799809098243713,0.5796013474464417,0.9925222992897034,0.7200772762298584
semnan province,163,104,0.5231683254241943,0.5200965404510498,0.9951460957527161,0.6867958903312683
sempronius densus,63,50,0.5876386165618896,0.5784585475921631,0.995198130607605,0.7799715399742126
semt pielstick,165,22,0.533305823802948,0.5389169454574585,0.8679357171058655,0.6750696897506714
sena medal,41,2,0.6272521018981934,0.6163334846496582,0.873650074005127,0.8124207258224487
senakhtenre ahmose,70,9,0.6167281270027161,0.6323543787002563,0.8964095115661621,0.7590399384498596
senate (democratic republic of the congo),164,109,0.578519880771637,0.5786210298538208,0.9955510497093201,0.7426101565361023
senate of berlin,158,105,0.5320383906364441,0.528206467628479,0.9934215545654297,0.7214553356170654
senate of spain,212,148,0.5388723611831665,0.5313975811004639,0.9938558340072632,0.7032172679901123
senate republicans,190,124,0.4982743561267853,0.4941542446613312,0.99260413646698,0.6424500942230225
send me to heaven,66,5,0.6018432974815369,0.6080272793769836,0.8710119724273682,0.7492228746414185
seneca falls convention,177,127,0.5665333867073059,0.5635446310043335,0.9948931932449341,0.7073528170585632
seneca nation of new york,203,132,0.48478519916534424,0.47809702157974243,0.9958707094192505,0.6310800909996033
senedd,228,154,0.5215572118759155,0.5159074068069458,0.9924504160881042,0.6750500798225403
senegambia and niger,88,67,0.5760402679443359,0.5638381242752075,0.997549295425415,0.7639017105102539
senhora do destino,76,47,0.5957624316215515,0.589748740196228,0.9957835674285889,0.7555200457572937
senior counsel,137,104,0.575221836566925,0.5775400400161743,0.9960445761680603,0.7064451575279236
senior enlisted advisor,106,6,0.556178867816925,0.5567692518234253,0.8713973164558411,0.6914401054382324
senior enlisted advisor to the chairman,96,25,0.5646905899047852,0.5645528435707092,0.8742284774780273,0.7204939723014832
senior high (tv series),83,51,0.621766984462738,0.6201228499412537,0.9921532869338989,0.7499563694000244
senior sergeant,81,3,0.5861607789993286,0.6030398607254028,0.8527058362960815,0.7367481589317322
senjuti saha,73,2,0.617893397808075,0.6243797540664673,0.8205633759498596,0.7553282976150513
senna didymobotrya,90,6,0.5297691822052002,0.5258438587188721,0.8740519881248474,0.6417122483253479
senning procedure,124,10,0.5233755707740784,0.5383409261703491,0.8512392044067383,0.7039346098899841
sensationalized depictions of poverty,147,92,0.5525371432304382,0.5485379695892334,0.9953632354736328,0.7305313944816589
sense (the lightning seeds album),55,4,0.5837253928184509,0.5890903472900391,0.843390941619873,0.6979423761367798
sense and reference,72,14,0.5699633955955505,0.5821149349212646,0.863993763923645,0.6961398720741272
sensitive compartmented information,214,159,0.5494406819343567,0.5465680360794067,0.9962707757949829,0.6959084272384644
sensor,209,16,0.4457286298274994,0.45234978199005127,0.7998456358909607,0.5901942849159241
sensory illusions in aviation,110,25,0.567242443561554,0.5715463757514954,0.8711738586425781,0.7089952826499939
sentence clause structure,92,11,0.5840938091278076,0.5835282802581787,0.8888583183288574,0.7291826605796814
senvion,149,2,0.5693583488464355,0.5929358005523682,0.9371539354324341,0.7354122400283813
seo taiji,155,120,0.5502378344535828,0.5446689128875732,0.996665358543396,0.7019956707954407
seo yu-na,92,15,0.5630839467048645,0.5522748231887817,0.8461783528327942,0.6822453141212463
seol ki-hyeon,114,11,0.5784422159194946,0.571226954460144,0.8956187963485718,0.7111366987228394
seolleongtang,85,4,0.6239593625068665,0.6184358596801758,0.90606689453125,0.7544811964035034
seong-jin cho,123,12,0.6202688217163086,0.6212759017944336,0.8784860372543335,0.7340538501739502
seoul subway line 7,123,6,0.54604572057724,0.56545090675354,0.8376913666725159,0.7304061055183411
separate lives,86,2,0.6531030535697937,0.6718393564224243,0.9013793468475342,0.7697257399559021
separate special purpose battalion,88,68,0.6660276651382446,0.6884706020355225,0.992976188659668,0.8271228671073914
separate ways (elvis presley album),78,4,0.6311163306236267,0.654499888420105,0.8824817538261414,0.7592021822929382
separation (2021 film),59,41,0.5511276721954346,0.5491542816162109,0.9912100434303284,0.728007972240448
separation axiom,134,11,0.5815867781639099,0.5860338807106018,0.8485727310180664,0.6985913515090942
sepp blatter,284,176,0.5703285932540894,0.5649809837341309,0.994442343711853,0.6948125958442688
september 27,97,83,0.3994695842266083,0.35953211784362793,0.998340904712677,0.7044285535812378
septet,101,7,0.5547425150871277,0.5580981969833374,0.8619617819786072,0.6612535119056702
septimus heap,125,53,0.4728408753871918,0.46827512979507446,0.8402470946311951,0.6071834564208984
septuagint,173,74,0.52083820104599,0.5250458717346191,0.8856451511383057,0.6550876498222351
sequel,121,38,0.44937577843666077,0.4562785029411316,0.9100053906440735,0.6093882322311401
sequel to the september 11 attacks hypothetical or rhetorical,149,107,0.6042500734329224,0.6132692098617554,0.9933176636695862,0.7469508051872253
sequence database,137,9,0.5197684168815613,0.5274321436882019,0.8603386878967285,0.6755565404891968
sequestered (tv series),68,1,0.5960724949836731,0.5933953523635864,0.831223726272583,0.735981285572052
seraglio,111,81,0.5853932499885559,0.5863936543464661,0.9917472004890442,0.744364857673645
seraphina (novel),112,5,0.6184961795806885,0.625830888748169,0.8734217286109924,0.7460941076278687
serapis,111,81,0.6051602363586426,0.6062260270118713,0.9947230219841003,0.7407192587852478
serban ghenea,71,3,0.5506278872489929,0.556754469871521,0.897209882736206,0.6996550559997559
serbian radical party,222,150,0.5764163136482239,0.5805981159210205,0.9973998069763184,0.7345777153968811
serdar berdimuhamedow,146,89,0.5924404263496399,0.5857195854187012,0.9962473511695862,0.7176440954208374
serdar ortaç,163,2,0.5319170951843262,0.5281723141670227,0.8018995523452759,0.6570590138435364
sereepisuth temeeyaves,98,75,0.5868282318115234,0.5763059854507446,0.9963525533676147,0.7955045700073242
serena (given name),64,44,0.5764244794845581,0.5654268264770508,0.996070921421051,0.778282642364502
serena dalrymple,83,7,0.5228428244590759,0.5213056802749634,0.8312963247299194,0.6928015351295471
serge aurier,181,49,0.5524218678474426,0.5508735179901123,0.9469613432884216,0.6872975826263428
serge ibaka,219,141,0.5694195032119751,0.5650171041488647,0.99712073802948,0.6965377330780029
serge lang,131,105,0.5254716873168945,0.510776937007904,0.9967505931854248,0.723261833190918
sergeant first class,110,3,0.5392575263977051,0.5407304167747498,0.9069508910179138,0.7123167514801025
sergeant major,151,46,0.5175977945327759,0.5253872275352478,0.845845103263855,0.6466312408447266
sergeant major general,53,1,0.691352903842926,0.710080623626709,0.827786922454834,0.7663211822509766
sergei dovlatov,121,95,0.6106381416320801,0.6022698879241943,0.9970816373825073,0.7408745884895325
sergei loznitsa,143,98,0.5873693227767944,0.5850207805633545,0.9951827526092529,0.7201398015022278
sergei markov,117,79,0.5295757055282593,0.5147818326950073,0.9934074878692627,0.6929711699485779
sergei pinyayev,51,6,0.6990720629692078,0.7182406187057495,0.930790901184082,0.8229000568389893
sergei ponomarenko,88,7,0.5705233216285706,0.5988260507583618,0.9557806849479675,0.7459807395935059
sergei saltykov,81,70,0.6336251497268677,0.616826057434082,0.9972829222679138,0.8299794793128967
sergei shchukin,127,97,0.5777989029884338,0.5784311294555664,0.995215892791748,0.7465234398841858
sergei stepashin,109,70,0.5530983209609985,0.5355807542800903,0.989397406578064,0.7269642949104309
sergey kiriyenko,166,115,0.46669062972068787,0.4585989713668823,0.996343731880188,0.6566693186759949
sergey kislyak,150,104,0.5776042938232422,0.5677800178527832,0.9954115152359009,0.735078752040863
sergi altimira,77,10,0.6824239492416382,0.6763639450073242,0.9008598327636719,0.7869541049003601
sergio bustamante (artist),60,1,0.7251886129379272,0.7167021036148071,0.9332468509674072,0.8037670850753784
sergio calderón,38,2,0.6606860756874084,0.6652718186378479,0.8461287021636963,0.7463011145591736
sergio endrigo,100,1,0.6258629560470581,0.6272966265678406,0.8525623083114624,0.7248613238334656
"sergio gonzález (footballer, born 1976)",138,15,0.5281047224998474,0.530412495136261,0.8881282806396484,0.6825804710388184
sergio goycochea,128,8,0.6129589080810547,0.6273696422576904,0.8915843963623047,0.7790119051933289
sergio lobera,111,5,0.6422146558761597,0.6406170129776001,0.8985422849655151,0.757407546043396
sergio porrini,67,10,0.6394780874252319,0.639614999294281,0.8928112983703613,0.7797514796257019
sergio rubini,78,2,0.5698176622390747,0.5729444622993469,0.7730827927589417,0.6855014562606812
sergio tacchini,90,10,0.5614900588989258,0.5668913125991821,0.855705976486206,0.6900829672813416
sergiu celibidache,170,133,0.5810157060623169,0.5792512893676758,0.9961466193199158,0.729092538356781
sergo goglidze,90,71,0.5888000130653381,0.596348762512207,0.9980361461639404,0.7878511548042297
serhii naiev,97,67,0.6335160136222839,0.6245571970939636,0.992015540599823,0.7565038204193115
serial comma,124,96,0.6344321966171265,0.6585670709609985,0.9936156868934631,0.7926576137542725
serine protease,188,14,0.4910498559474945,0.5309519171714783,0.8548367023468018,0.6705980896949768
serious charge,87,6,0.40426570177078247,0.3932356834411621,0.9030240774154663,0.5990681052207947
serious sam,126,5,0.5446504950523376,0.553406834602356,0.8349646925926208,0.6603917479515076
serotonin–norepinephrine–dopamine reuptake inhibitor,278,220,0.6198014616966248,0.6369755268096924,0.9930968284606934,0.7641987204551697
serov (town),111,81,0.5158878564834595,0.5389220118522644,0.9967432022094727,0.7067421078681946
serow,112,3,0.5873679518699646,0.5907004475593567,0.8441746234893799,0.6995735764503479
serpent men,102,86,0.6473280191421509,0.65135657787323,0.9965993165969849,0.7729551196098328
serpentine galleries,177,112,0.49049893021583557,0.4879823923110962,0.9958341121673584,0.6624595522880554
serrano bulldog,48,1,0.7532912492752075,0.7480767965316772,0.8626810312271118,0.8510260581970215
serratia marcescens,210,141,0.4952862858772278,0.4982168674468994,0.9922710061073303,0.6950247287750244
sersi,129,31,0.5535559058189392,0.5573638677597046,0.8421841859817505,0.6754594445228577
sertraline,245,66,0.5870675444602966,0.6017388105392456,0.8624138236045837,0.697857677936554
serve the people (film),106,84,0.5921263694763184,0.6020786762237549,0.996956467628479,0.7749539017677307
service medal of the order of st john,64,8,0.5438920259475708,0.5434057712554932,0.8559490442276001,0.6733206510543823
service star,92,8,0.6032271981239319,0.6075776815414429,0.9080842137336731,0.7373743057250977
seshat,110,14,0.660112738609314,0.6707713603973389,0.9122595191001892,0.784832239151001
session (software),149,115,0.6194049715995789,0.6222277879714966,0.9974936246871948,0.7491246461868286
sessions court,136,89,0.5377070307731628,0.5309269428253174,0.9946845769882202,0.7169461846351624
seth martinez,47,18,0.645489513874054,0.6421452760696411,0.9321240782737732,0.7987093925476074
seth peterson,43,3,0.4698534309864044,0.45319026708602905,0.8611988425254822,0.6300748586654663
seth privacky,65,14,0.5251076221466064,0.5295864343643188,0.9276654720306396,0.6964699625968933
seth roberts (american football),66,5,0.653918981552124,0.6531738638877869,0.9362697005271912,0.7886836528778076
setra,135,7,0.5000714659690857,0.49536097049713135,0.8657121658325195,0.6361780166625977
settlements of the cucuteni–trypillia culture,104,12,0.5479622483253479,0.5484979152679443,0.8663008809089661,0.6918357014656067
sevagram,113,79,0.5317944288253784,0.5234361886978149,0.9970680475234985,0.6975510120391846
sevastopol naval base,150,97,0.6126642227172852,0.6115211248397827,0.991562008857727,0.7390584349632263
sevastopol sketches,120,102,0.597912073135376,0.6107340455055237,0.9945824146270752,0.7410784363746643
"seven hills, new south wales",203,24,0.40218451619148254,0.3901946544647217,0.841128945350647,0.6133971810340881
seven on 7,124,93,0.6182661652565002,0.6208305954933167,0.9930039644241333,0.7712343335151672
"seven sisters, london",144,96,0.5457086563110352,0.540361225605011,0.9922816157341003,0.7208693623542786
seven stars (cigarette),87,56,0.6065180897712708,0.6244462728500366,0.9964449405670166,0.7730143666267395
seven wonders of the ancient world,141,12,0.43509429693222046,0.4316083788871765,0.8172942996025085,0.6034646034240723
seven-string guitar,167,35,0.5533566474914551,0.5518534779548645,0.8734753727912903,0.6731148958206177
sevenoaks,259,161,0.4885134696960449,0.4870726466178894,0.9943828582763672,0.6302669644355774
seventeen provinces,191,146,0.47597360610961914,0.46529901027679443,0.9975903630256653,0.6381535530090332
seventh day baptists,144,114,0.5513936877250671,0.5406183004379272,0.9972271919250488,0.7034410238265991
severance (novel),121,92,0.5822992920875549,0.5923277139663696,0.99297034740448,0.7562268972396851
severance package,170,115,0.5787752866744995,0.5860618352890015,0.9908771514892578,0.7254502177238464
severin hacker,92,4,0.5722438097000122,0.5857372879981995,0.8924462795257568,0.7157014608383179
sevilla tower,100,69,0.6364899277687073,0.6414123177528381,0.9970456957817078,0.7814438343048096
